DeclarationNumber,DeclarantIdentification,PointOfClearance,ErrorCode,ErrorDescription,ErrorPointer,RejectionTimestamp
DK220112130,DK4361393222,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-01-19 20:56:18
DK220130990,DK4070964768,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2022-01-20 06:15:00
DK220176740,DK8737025391,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-01-20 07:11:16
DK220152216,DK5296710795,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-01-20 08:19:08
DK220131374,DK7114223633,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-01-20 10:03:06
DK220194753,DK2811967841,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-01-20 10:56:23
DK220116637,DK5837082260,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-01-20 11:16:39
DK220191860,DK5160575046,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-01-20 12:46:26
DK220124995,DK2227193073,CO000002,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-01-20 13:02:56
DK220186470,DK8879525611,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-01-20 13:55:27
DK220146187,DK5710360983,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-01-20 15:48:47
DK220161893,DK1939042955,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-01-20 17:16:09
DK220182111,DK9526836552,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-01-21 05:28:58
DK220120967,DK1104906255,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-01-21 07:35:36
DK220188909,DK6242173772,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2022-01-21 08:27:32
DK220124007,DK4163119785,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-01-21 08:39:52
DK220153659,DK4070964768,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2022-01-21 08:42:58
DK220111776,DK8737025391,CO000003,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2022-01-21 09:34:07
DK220146860,DK6241752544,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-01-21 09:58:31
DK220174444,DK9573276057,CO000002,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-01-21 10:13:34
DK220161465,DK4482141802,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-01-21 14:18:38
DK220175042,DK8110054933,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-01-21 15:09:17
DK220150992,DK6583444930,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2022-01-21 15:27:28
DK220141297,DK5951406973,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-01-21 15:32:49
DK220126244,DK2181241943,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-01-21 16:25:25
DK220187039,DK4696689457,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-01-21 16:37:15
DK220114838,DK3303082117,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2022-01-21 17:36:31
DK220194940,DK8934927891,CO000003,CWM10023,Wrong procedure category,Import_Declaration.AdditionalCode,2022-01-21 18:27:44
DK220147282,DK4460967357,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-01-21 22:46:01
DK220110715,DK6009268066,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-01-22 06:04:57
DK220187149,DK9916336966,CO000003,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2022-01-23 08:25:35
DK220130937,DK3693985578,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-01-23 11:48:51
DK220116035,DK2785736751,CO000001,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2022-01-23 13:37:11
DK220116035,DK2785736751,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-01-23 13:37:11
DK220141506,DK7462972995,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-01-23 16:14:38
DK220188698,DK4712367625,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-01-23 20:21:19
DK220144005,DK3792347639,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-01-24 08:20:16
DK220153585,DK4332894265,CO000001,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2022-01-24 09:51:06
DK220159630,DK2627677155,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-01-24 09:58:00
DK220179871,DK8934927891,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-01-24 10:33:54
DK220175226,DK2181241943,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-01-24 12:49:52
DK220192609,DK4965395580,CO000001,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2022-01-24 14:23:35
DK220146525,DK5310195918,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-01-24 14:32:15
DK220186692,DK1977515194,CO000003,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2022-01-24 14:53:40
DK220142046,DK1041531046,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-01-24 19:10:18
DK220159442,DK1041531046,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-01-24 19:15:58
DK220133354,DK7249213370,CO000003,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2022-01-24 19:31:19
DK220182138,DK8763140509,CO000003,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2022-01-24 20:44:05
DK220119966,DK8982597239,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-01-25 05:44:01
DK220119492,DK8934927891,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-01-25 05:46:54
DK220116992,DK4482238042,CO000003,TMSV9999,Unknown error result,,2022-01-25 07:07:44
DK220164694,DK2970753705,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2022-01-25 07:56:44
DK220126744,DK8285786023,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-01-25 07:58:29
DK220171012,DK1667779376,CO000001,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2022-01-25 07:58:52
DK220115941,DK2227193073,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-01-25 08:45:40
DK220159256,DK6687206971,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-01-25 09:03:44
DK220179275,DK9410288290,CO000003,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2022-01-25 09:19:31
DK220168653,DK8377088167,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-01-25 09:23:26
DK220150088,DK6491309593,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-01-25 10:17:27
DK220171198,DK7648059419,CO000003,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2022-01-25 11:24:07
DK220177528,DK3196545325,CO000003,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2022-01-25 12:52:08
DK220119645,DK2825989011,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2022-01-25 16:38:28
DK220141238,DK2867302554,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-01-25 17:52:45
DK220136933,DK4226113732,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-01-25 20:15:51
DK220191023,DK9904586976,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-01-26 03:59:25
DK220147451,DK8826851692,CO000001,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-01-26 07:40:24
DK220126386,DK1519709079,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-01-26 08:38:39
DK220120298,DK4633987776,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-01-26 10:10:27
DK220191802,DK8285786023,CO000003,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ExporterIdentification,2022-01-26 11:47:10
DK220135898,DK5931025271,CO000003,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2022-01-26 12:54:33
DK220130392,DK6805759868,CO000001,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2022-01-26 13:29:22
DK220161305,DK3691864041,CO000001,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2022-01-26 14:26:51
DK220149239,DK7333678472,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-01-26 14:31:58
DK220168325,DK4993808565,CO000001,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ExporterIdentification,2022-01-26 14:46:06
DK220166046,DK6242173772,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2022-01-26 16:27:22
DK220115023,DK3792347639,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-01-26 18:29:43
DK220170098,DK3363629219,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-01-26 18:52:36
DK220162906,DK4070964768,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-01-26 20:09:35
DK220164630,DK9597198563,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-01-27 04:46:45
DK220168495,DK6464693977,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-01-27 05:52:40
DK220142815,DK4882343658,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-01-27 07:21:11
DK220178681,DK3376077463,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-01-27 08:01:44
DK220137666,DK9691572571,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-01-27 08:51:22
DK220149295,DK9285415473,CO000003,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2022-01-27 08:55:00
DK220147475,DK5510938155,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-01-27 09:50:41
DK220172654,DK8763140509,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-01-27 10:00:20
DK220123782,DK4645120421,CO000002,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2022-01-27 10:34:24
DK220135170,DK9285415473,CO000003,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2022-01-27 11:56:35
DK220127723,DK8987073217,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-01-27 14:33:22
DK220161902,DK4239406957,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-01-27 14:45:55
DK220192045,DK5078551333,CO000001,TMSV9999,Unknown error result,,2022-01-27 16:11:34
DK220119633,DK6237376063,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-01-27 16:30:26
DK220149164,DK8507497883,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-01-27 18:31:04
DK220127190,DK4482238042,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-01-27 18:44:05
DK220167261,DK8033702319,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-01-27 19:11:13
DK220199375,DK6464693977,CO000003,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2022-01-27 20:51:07
DK220114341,DK6583444930,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-01-27 21:07:53
DK220150471,DK4882343658,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-01-28 06:19:03
DK220187778,DK4712367625,CO000003,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2022-01-28 07:16:10
DK220132334,DK9703905715,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-01-28 08:06:19
DK220176121,DK9691572571,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-01-28 08:46:02
DK220130360,DK4289233844,CO000002,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-01-28 08:50:28
DK220171947,DK1106456634,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-01-28 08:55:17
DK220139197,DK2227193073,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-01-28 09:05:08
DK220198943,DK3376077463,CO000002,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2022-01-28 09:27:04
DK220179277,DK4882343658,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-01-28 10:50:25
DK220166728,DK6923206003,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-01-28 13:06:58
